input,subject,,,relation,object
"图6-20TransD实体表示空间和关系表示空间其动态矩阵的计算如下：式中，m,n为关系和实体的向量表示维度；m,n可以相等也可以不相等。",TransD,,,属于,实体表示空间
"图6-20TransD实体表示空间和关系表示空间其动态矩阵的计算如下：式中，m,n为关系和实体的向量表示维度；m,n可以相等也可以不相等。",TransD,,,包含,动态矩阵的计算
TransD通过动态计算投影矩阵不仅可以显著减少关系数量较大且实体数量不多的知识图谱中的参数，而且增加了TransD捕捉全局特征的能力，使得其在链接预测任务上的表现比TransR更好。,TransD,,,属于,TransR
"对于一个正确的三元组（h,r,t），假设以下公式成立：式中，h和t分别为头实体和尾实体的向量表示；Mr为关系r的矩阵表示。",知识图谱,,,属于,知识表示
"对于一个正确的三元组（h,r,t），假设以下公式成立：式中，h和t分别为头实体和尾实体的向量表示；Mr为关系r的矩阵表示。","对于一个正确的三元组（h,r,t），假设以下公式成立：式中，h和t分别为头实体和尾实体的向量表示；Mr为关系r的矩阵表示。",,,包含,"对于一个正确的三元组（h,r,t），假设以下公式成立：式中，h和t分别为头实体和尾实体的向量表示；Mr为关系r的矩阵表示。"
上式表达的hMr=t.意思是头实体通过与关系矩阵相乘，经过空间中的线性变化以后，可以转变为尾实体向量。,hMr,,,属于,头实体与关系矩阵相乘
由于向量与矩阵的运算比向量的加法运算更灵活，所以整体来说DistMult的效果比TransE效果要好。,DistMult,,,属于,TransE
由于向量与矩阵的运算比向量的加法运算更灵活，所以整体来说DistMult的效果比TransE效果要好。,DistMult,,,创建者,TransE
当将关系的矩阵设计为对角矩阵时，参数量与TransE相同，且效果比普通矩阵更好。,TransE,,,属于,矩阵
所以，在DistMult系列的方法中，常常将关系的表示设置为对角矩阵。,DistMult,,,属于,对角矩阵
基于TransE有很多丰富表达能力的模型，而基于DistMult也有很多提升方法。,基于TransE,,,创建者,丰富表达能力的模型
"所以，三元组（t,r,h）的得分f（t,r,h）=tDrh⊺的值也会比较大，因为tDrh⊺=hDrt⊺。",tDrh,,,属于,tDrh
"所以，三元组（t,r,h）的得分f（t,r,h）=tDrh⊺的值也会比较大，因为tDrh⊺=hDrt⊺。",tDrh,,,属于,tDrh
"所以，三元组（t,r,h）的得分f（t,r,h）=tDrh⊺的值也会比较大，因为tDrh⊺=hDrt⊺。",tDrh,,,属于,tDrh
"所以，三元组（t,r,h）的得分f（t,r,h）=tDrh⊺的值也会比较大，因为tDrh⊺=hDrt⊺。",tDrh,,,属于,tDrh
"所以，三元组（t,r,h）的得分f（t,r,h）=tDrh⊺的值也会比较大，因为tDrh⊺=hDrt⊺。",tDrh,,,包含,hDrt
这说明了DistMult天然地假设了所有的关系是对称关系，这显然是不合理的。,tDrh,,,包含,hDrt
为了解决这个问题，ComplEx[49]将原来基于实数的表示学习拓展到了复数，因为基于复数的乘法计算是不满足交换律的，从而克服了DistMult不能很好地表示非对称关系的问题。,ComplEx,,,属于,基于实数的表示学习
"其得分函数的计算如下：f（h,r,t）=＜Re（h）,Re（r）,Re（t）＞+＜Re（h）,Im（r）,Im（t）＞+＜Im（h）,Re（r）,Im（t）＞−＜Im（h）,Im（r）,Im（t）＞式中，Re（x）表示复数x的实部，Im（x）表示x的虚部，＜x,y,z＞=xyz。",得分函数,,,属于,知识图谱/知识表示/知识存储/知识抽取/知识融合/知识推理/语义搜索/知识问答/知识图谱项目
"其得分函数的计算如下：f（h,r,t）=＜Re（h）,Re（r）,Re（t）＞+＜Re（h）,Im（r）,Im（t）＞+＜Im（h）,Re（r）,Im（t）＞−＜Im（h）,Im（r）,Im（t）＞式中，Re（x）表示复数x的实部，Im（x）表示x的虚部，＜x,y,z＞=xyz。",得分函数,,,包含,"其得分函数的计算如下：f（h,r,t）=＜Re（h）,Re（r）,Re（t）＞+＜Re（h）,Im（r）,Im（t）＞+＜Im（h）,Re（r）,Im（t）＞−＜Im（h）,Im（r）,Im（t）＞式中，Re（x）表示复数x的实部，Im（x）表示x的虚部，＜x,y,z＞=xyz。"
"可以看出在ComplEx中，f（h,r,t）≠f（t,r,h），所以可以更灵活地表达对称与非对称关系。",ComplEx,,,属于,对称关系
"可以看出在ComplEx中，f（h,r,t）≠f（t,r,h），所以可以更灵活地表达对称与非对称关系。",ComplEx,,,包含,对称与非对称关系
除目前提到的表示学习方法，还有很多其他思路的表示学习方法，例如纯神经网络方法NTN[51]、ConvE[52]等，这里不再赘述。,表示学习方法,,,创建者,ConvE
"3.典型工具简介或实验对比分析表6-6为常用知识图谱表示学习方法链接预测结果比较，采用的评价指标包括平均排序（Mean_Rank,MR）、倒数平均排序（Mean_Reciprocal_Rank,MRR）以及排序n以内的占比(Hit@n)。",知识图谱,,,属于,表示学习
"3.典型工具简介或实验对比分析表6-6为常用知识图谱表示学习方法链接预测结果比较，采用的评价指标包括平均排序（Mean_Rank,MR）、倒数平均排序（Mean_Reciprocal_Rank,MRR）以及排序n以内的占比(Hit@n)。",知识图谱表示学习方法,,,创建者,链接预测
从实验结果可以看出，整体来说线性变换假设模型的表现优于翻译模型系列。,线性变换假设模型,,,属于,翻译模型系列
全面的关于工具包的信息可以在网站主页获得。,全面的关于工具包的信息,,,创建者,网站主页
传统的数据流学习主要是从连续和快速更新的数据记录中提取知识结构。,传统的数据流学习,,,创建者,从连续和快速更新的数据记录中提取知识结构。
在语义网中，数据根据领域知识被建模成本体，而数据流则被表示为本体流。,语义网,,,包含,数据流
本文通过探索本体流，重新审视有监督的流学习与上下文的语义推理，开发一种对本体语义进行嵌入的模型，解决了时序预测推理中的概念漂移问题（即数据分布的意外变化，导致大多数模型随着时间的推移不太准确）。,本文,,,创建者,通过探索本体流，重新审视有监督的流学习与上下文的语义推理，开发一种对本体语义进行嵌入的模型，解决了时序预测推理中的概念漂移问题（即数据分布的意外变化，导致大多数模型随着时间的推移不太准确）。
数据流学习中的概念漂移问题可以看成数据的语义随着时间的漂移。,数据流学习中的概念漂移问题,,,属于,数据的语义随着时间的漂移
数据流学习中的概念漂移问题可以看成数据的语义随着时间的漂移。,数据流学习中的概念漂移问题,,,创建者,数据的语义随着时间的漂移
本体流可以看成随时间变化的本体，也就是语义增强的数据流。,本体流,,,属于,语义增强的数据流
本体流可以看成随时间变化的本体，也就是语义增强的数据流。,本体流,,,创建者,随时间变化的本体
ABox_entailment（蕴涵）是基于ABox中的断言公理推理出的隐含的断言。,ABox_entailment,,,包含,基于ABox中的断言公理推理出的隐含的断言
Snapshot（快照）反映的是本体流中某一时刻的本体，用于对连续的本体流进行离散化建模，而多个随时间连续的快照构成了本体流中的滑动窗口。,Snapshot,,,属于,本体流
Snapshot（快照）反映的是本体流中某一时刻的本体，用于对连续的本体流进行离散化建模，而多个随时间连续的快照构成了本体流中的滑动窗口。,Snapshot,,,创建者,本体流
快照从一个时刻转变到下一个时刻可以看成断言公理的更新，这被称为一阶预测突变；两个快照对于某些蕴涵具有足够大的概率差异，这被称突发预测变化。,快照,,,创建者,突变
这两种预测变化构成了语义概念漂移。,语义概念漂移,,,属于,语义变化
这两种预测变化构成了语义概念漂移。,语义概念漂移,,,包含,语义概念漂移预测
蕴涵的滑动窗口之间基于规则的一致性度量和预测可以表示和推断这些本体流中的语义概念漂移。,蕴涵的滑动窗口,,,属于,基于规则的一致性度量和预测
通过将传统机器学习中的特征嵌入扩展到本体语义嵌入，将语义推理和机器学习结合起来，即捕获本体流中的一致性和知识蕴涵的向量，然后在有监督的流学习的上下文中利用这种嵌入来学习模型。,流学习,,,属于,语义推理
通过将传统机器学习中的特征嵌入扩展到本体语义嵌入，将语义推理和机器学习结合起来，即捕获本体流中的一致性和知识蕴涵的向量，然后在有监督的流学习的上下文中利用这种嵌入来学习模型。,语义推理,,,创建者,机器学习
该模型被证明对概念漂移（即突然和不一致的预测变化）是稳健的，同时具有通用性和灵活性等特点，可用于增强基本的流学习算法。,概念漂移,,,属于,增强基本的流学习算法
该模型被证明对概念漂移（即突然和不一致的预测变化）是稳健的，同时具有通用性和灵活性等特点，可用于增强基本的流学习算法。,概念漂移,,,属于,增强基本的流学习算法
实验还表明，在模型中，编码语义是一种超越目前最先进模型的方法，具有语义嵌入的模型对知识推理和预测起到重要作用。,实验,,,创建者,编码语义
比较有代表性的工作有文献[13]和[54]。,知识图谱,,,属于,知识表示
比较有代表性的工作有文献[13]和[54]。,比较有代表性的工作,,,创建者,文献[13]
“事实判断”即确定一个三元组是否成立。,事实判断,,,属于,知识图谱
“事实判断”即确定一个三元组是否成立。,事实判断,,,包含,确定一个三元组是否成立
文献作者将此问题建模为序列决策问题，并利用基于策略梯度的强化学习方法REINFORCE求解。,文献作者,,,创建者,此问题建模为序列决策问题，并利用基于策略梯度的强化学习方法REINFORCE求解。
"具体而言，强化学习中智能体的状态被定义为当前节点实体和目标节点实体的联合表示st=（et,etarget−et）.智能体的动作则是在当前节点实体的出边（Outgoing_edge）中选择一个适当的边作为组成路径的关系。",强化学习,,,属于,智能体状态
在选择动作后，智能体的状态会随即更新。,选择动作,,,属于,智能体
在选择动作后，智能体的状态会随即更新。,智能体,,,创建者,状态更新
在奖励函数设计方面，文献作者同时考虑了准确率、路径效率和路径多样性。,在奖励函数设计方面，文献作者同时考虑了准确率、路径效率和路径多样性。,,,属于,在奖励函数设计方面，文献作者同时考虑了准确率、路径效率和路径多样性。
在奖励函数设计方面，文献作者同时考虑了准确率、路径效率和路径多样性。,在奖励函数设计方面，文献作者同时考虑了准确率、路径效率和路径多样性。,,,创建者,在奖励函数设计方面，文献作者同时考虑了准确率、路径效率和路径多样性。
实验证明，DeepPath能学习到等价的推理路径，相比基于表示学习的方法，有更好的可解释性和推理效果。,DeepPath,,,属于,基于表示学习的方法
实验证明，DeepPath能学习到等价的推理路径，相比基于表示学习的方法，有更好的可解释性和推理效果。,实验证明,,,创建者,DeepPath能学习到等价的推理路径，相比基于表示学习的方法，有更好的可解释性和推理效果。
与“事实判断”相比，“查询问答”无法预知答案对应的尾实体，需要从知识图谱中寻找可作为答案的尾实体。,查询问答,,,包含,事实判断
我们可以想象一个智能体在知识图谱上游走，寻找目标尾实体。,知识图谱,,,属于,知识表示
尽管整个知识图谱中的关系总数可能繁多，但具体到某一实体，可选的出边往往减少一个或两个数量级，可大幅降低遍历的规模。,知识图谱,,,属于,知识表示
实验结果表明：在这类“查询问答”的推理任务上，MINERVA模型远远超过了未使用强化学习的基于随机游走的模型。,MINERVA模型,,,属于,未使用强化学习的基于随机游走的模型
同时，当路径较长时，仍有良好的表现，具有鲁棒性。,SPO,,,属于,路径长度
同时，当路径较长时，仍有良好的表现，具有鲁棒性。,知识图谱项目,,,创建者,鲁棒性
元学习的目的是解决“学习如何学习”（Learning_to_Learn），旨在通过少量样本迅速完成学习，其相对主要的应用是少样本学习（Few-Shot_Learning）。,元学习的目的是解决“学习如何学习”（Learning_to_Learn）,,,创建者,元学习的目的是解决“学习如何学习”（Learning_to_Learn）
当前主要的元学习方法分为三类，基于度量（Metric-Based）、基于模型（Model-Based）和基于优化（Optimization-Based）的方法。,元学习,,,创建者,基于度量
关于元学习的研究，一开始主要应用于图像分类[55-57]，研究者近来尝试使用元学习的方法解决知识图谱中有关长尾关系的推理。,元学习,,,创建者,图像分类
XIONG等人[58]提出了使用基于度量的方法对长尾关系做少样本的链接预测，也就是在某一种关系的样本实例较少的情况下，通过头实体和关系对尾实体进行预测。,基于度量的方法,,,属于,长尾关系
把元学习应用于少样本知识图谱推理的研究还相对较少，该领域还有很多可以挖掘和研究的地方。,元学习,,,创建者,少样本知识图谱推理
而文中将知识库补全的任务定义为：基于知识库中已存在的三元组和当前出现的包含新实体的三元组，推理当前新实体与知识库中其他实体之间的关系。,知识库补全,,,创建者,基于知识库中已存在的三元组和当前出现的包含新实体的三元组，推理当前新实体与知识库中其他实体之间的关系。
而文中将知识库补全的任务定义为：基于知识库中已存在的三元组和当前出现的包含新实体的三元组，推理当前新实体与知识库中其他实体之间的关系。,知识库补全,,,包含,基于知识库中已存在的三元组和当前出现的包含新实体的三元组，推理当前新实体与知识库中其他实体之间的关系
基于此，可以通过知识库中现有的实体表示推理得到OOKB实体表示。,基于此,,,属于,OOKB实体表示
基于此，可以通过知识库中现有的实体表示推理得到OOKB实体表示。,基于此,,,包含,OOKB实体表示
因此，这篇文献利用GNN中节点表示的方式，以OOKB实体分别为头实体、尾实体的三元组集合为周围邻居，对当前OOKB实体进行表示。,OOKB实体,,,创建者,GNN
每个实体节点经GNN的信息传播获取新的表示。,GNN,,,属于,知识图谱
每个实体节点经GNN的信息传播获取新的表示。,每个实体节点经GNN的信息传播获取新的表示。,,,创建者,GNN
Schlichtkrull[61]利用R-GCNs（Relational_Graph_Convolutional_Networks）进行链接预测和实体发现等任务。,R-GCNs,,,属于,链接预测
Schlichtkrull[61]利用R-GCNs（Relational_Graph_Convolutional_Networks）进行链接预测和实体发现等任务。,R-GCNs,,,包含,链接预测
本文的思想同样基于已知实体或关系在图结构中周围节点的结构，推理得到未知节点的表示，从而可对知识库中缺失的实体获取它们的Embedding向量。,R-GCNs,,,包含,链接预测
本文的思想同样基于已知实体或关系在图结构中周围节点的结构，推理得到未知节点的表示，从而可对知识库中缺失的实体获取它们的Embedding向量。,本文的思想,,,创建者,基于已知实体或关系在图结构中周围节点的结构，推理得到未知节点的表示，从而可对知识库中缺失的实体获取它们的Embedding向量。
本文的思想同样基于已知实体或关系在图结构中周围节点的结构，推理得到未知节点的表示，从而可对知识库中缺失的实体获取它们的Embedding向量。,基于图结构的实体表示,,,包含,基于图结构的实体表示
文献提出的R-GCNs，基于GCN进行图中节点信息的传播，同时考虑到真实知识库场景中的多关系类型数据，本文提出了两个正则化的优化方法，以此对由不同类型的关系连接的实体进行表示。,文献,,,创建者,R-GCNs
文献提出的R-GCNs，基于GCN进行图中节点信息的传播，同时考虑到真实知识库场景中的多关系类型数据，本文提出了两个正则化的优化方法，以此对由不同类型的关系连接的实体进行表示。,R-GCNs,,,包含,GCN
实验结果证明，本文提出的方法对比传统的表示学习模型具有很大的提升。,实验结果证明，本文提出的方法对比传统的表示学习模型具有很大的提升。,,,创建者,本文提出的方法
GNN模型的引入丰富了知识库中实体和关系元素的表达，尤其是在得到未知实体或关系的表示等方面具备一定的推理能力，针对目前在知识图谱表示学习和推理等方面遇到的问题，相信GNN一定能发挥出重要的作用。,GNN模型,,,创建者,知识图谱
Drools（JBoss_Rules）具有一个易于访问企业策略、易于调整以及易于管理的开源业务规则引擎，符合业内标准，具有速度快、效率高的特点。,Drools,,,创建者,JBoss_Rules
业务分析师或审核人员可以利用它轻松查看业务规则，从而检验已编码的规则是否执行了所需的业务规则。,业务分析师,,,创建者,业务规则
JBoss_Rules的前身是Codehaus的一个开源项目——Drools。,JBoss_Rules,,,创建者,Codehaus
Drools是基于Charles_Forgy的RETE算法的规则引擎为Java量身定制的实现，具有OO接口的RETE，使得商业规则有了更自然的表达。,Drools,,,属于,基于Charles_Forgy的RETE算法的规则引擎为Java量身定制的实现
Drools是基于Charles_Forgy的RETE算法的规则引擎为Java量身定制的实现，具有OO接口的RETE，使得商业规则有了更自然的表达。,Drools,,,创建者,Charles_Forgy
6.5.2开源工具的技术架构图3-42所示为Jena框架。,Jena框架,,,创建者,开源工具
如图6-21所示为Drools框架。,Drools框架,,,创建者,Drools团队
图6-21Drools框架规则引擎实现了数据同逻辑的完全解耦。,Drools框架,,,属于,规则引擎
图6-21Drools框架规则引擎实现了数据同逻辑的完全解耦。,Drools框架,,,创建者,图6-21Drools框架规则引擎实现了数据同逻辑的完全解耦。
规则并不能被直接调用，因为它们不是方法或函数，规则的激发是对Working_Memory中数据变化的响应。,规则,,,创建者,Working_Memory
结果（Consequence，即RHS）作为LHS_events完全匹配的Listener。,结果,,,属于,LHS_events完全匹配的Listener
数据被assert进WorkingMemory后，和RuleBase中rule的LHS进行匹配，如果匹配成功，则这条rule连同和它匹配的数据（Activation）一起被放入Agenda，等待Agenda激发Activation（即执行rule的RHS）。,数据被assert进WorkingMemory后，和RuleBase中rule的LHS进行匹配，如果匹配成功，则这条rule连同和它匹配的数据（Activation）一起被放入Agenda，等待Agenda激发Activation（即执行rule的RHS）。,,,属于,数据被assert进WorkingMemory后，和RuleBase中rule的LHS进行匹配，如果匹配成功，则这条rule连同和它匹配的数据（Activation）一起被放入Agenda，等待Agenda激发Activation（即执行rule的RHS）。
数据被assert进WorkingMemory后，和RuleBase中rule的LHS进行匹配，如果匹配成功，则这条rule连同和它匹配的数据（Activation）一起被放入Agenda，等待Agenda激发Activation（即执行rule的RHS）。,数据,,,创建者,数据被assert进WorkingMemory后，和RuleBase中rule的LHS进行匹配，如果匹配成功，则这条rule连同和它匹配的数据（Activation）一起被放入Agenda，等待Agenda激发Activation（即执行rule的RHS）。
6.6本章小结知识图谱是一种重要的组织知识的方式，知识图谱上的推理任务在其生命周期的各个阶段都存在，基于知识图谱的推理方法可大致分为基于演绎的推理和基于归纳的推理，而这两种不同的推理策略都包含了多种推理方法。,知识图谱,,,创建者,基于演绎的推理
●目前的演绎推理方法在处理流数据和移动数据方面还缺少完善的理论以及实用化算法，如何处理流数据的动态性以及时序性是值得研究的方向。,演绎推理方法,,,属于,处理流数据和移动数据
●目前的演绎推理方法在处理流数据和移动数据方面还缺少完善的理论以及实用化算法，如何处理流数据的动态性以及时序性是值得研究的方向。,演绎推理方法,,,创建者,处理流数据和移动数据
（2）基于归纳的知识图谱推理可能有以下发展趋势：●尽管归纳推理主要是基于对已有数据的观察总结，但在归纳推理中也将逐渐融入先验的语义信息，例如规则等，使得归纳推理不仅仅是基于大量数据的观察，同时也包含先验知识的约束，从而达到更精准的推理。,基于归纳的知识图谱推理,,,属于,基于归纳的知识图谱推理
●不同的归纳推理方法，例如基于图结构、基于规则学习和基于表示学习的推理应该互相融合，形成优势互补，完成更智能的推理。,基于图结构的归纳推理,,,属于,基于图结构的归纳推理
●不同的归纳推理方法，例如基于图结构、基于规则学习和基于表示学习的推理应该互相融合，形成优势互补，完成更智能的推理。,不同的归纳推理方法,,,创建者,基于图结构、基于规则学习和基于表示学习的推理
●不同的归纳推理方法，例如基于图结构、基于规则学习和基于表示学习的推理应该互相融合，形成优势互补，完成更智能的推理。,归纳推理方法,,,包含,基于图结构、基于规则学习和基于表示学习的推理
●任何知识图谱都具有不完整性，仅仅基于知识图谱本身的推理无法突破不完整性的限制，因此外部信息，例如文本、图像等信息可能是很好的补充。,知识图谱,,,创建者,外部信息
第7章语义搜索王昊奋上海乐言信息科技有限公司，王萌东南大学知识图谱能够赋予信息明确的结构和语义，使机器不仅可以直观地显示这些信息，更能够理解、处理和整合它们。,王昊奋,,,创建者,上海乐言信息科技有限公司
在这种背景下，以谷歌为代表的各大搜索引擎公司纷纷构建知识图谱来改善搜索质量，从而拉开了语义搜索的序幕。,语义搜索,,,创建者,谷歌
与传统互联网中的文档检索不同，语义搜索需要处理粒度更细的结构化语义数据，因此也面临着前所未有的挑战[4]。,语义搜索,,,属于,传统互联网中的文档检索
与传统互联网中的文档检索不同，语义搜索需要处理粒度更细的结构化语义数据，因此也面临着前所未有的挑战[4]。,语义搜索,,,创建者,传统互联网中的文档检索
现有的排序算法也不能直接应用到面向实体和关系的知识图谱语义搜索中。,面向实体和关系的知识图谱语义搜索,,,属于,排序算法
现有的排序算法也不能直接应用到面向实体和关系的知识图谱语义搜索中。,面向实体和关系的知识图谱语义搜索,,,创建者,现有的排序算法
此外，支持用户熟悉的关键词、自然语言查询对于知识图谱的语义搜索也至关重要。,语义搜索,,,包含,关键词、自然语言查询
