input,subject,subject_type,relation,object,object_type
大体上，图结构索引分为“基于路径的”和“基于子图的”两种。,图结构索引,,,基于路径的,
（1）基于路径的图索引。,基于路径的图索引,,,基于索引,
一种典型的基于路径的图索引叫作GraphGrep[36]。,GraphGrep,,,基于路径的图索引,
一种典型的基于路径的图索引叫作GraphGrep[36]。,GraphGrep,,,基于路径的图索引,
这种索引将图中长度小于或等于一个固定长度的全部路径构建为索引结构。,倒排索引,,,构建为索引结构,
索引的关键字可以是组成路径的节点或边上属性值或标签的序列。,索引的关键字,,,组成路径的节点或边上属性值或标签的序列,
图3-40是在图3-3的属性图上构建的GraphGrep索引。,GraphGrep,,,在图3-3的属性图上构建的索引,
这里构建的是长度小于或等于2的路径索引，关键字为路径上的边标签序列，值为路径经过的节点id序列。,路径索引,,,长度小于或等于2的路径索引,
这里构建的是长度小于或等于2的路径索引，关键字为路径上的边标签序列，值为路径经过的节点id序列。,路径索引,,,path index,
"例如，索引将关键字“认识.参加”映射到节点id序列(1,4,3)和(1,4,5)。",索引,,,关键字“认识.参加”映射,
"例如，索引将关键字“认识.参加”映射到节点id序列(1,4,3)和(1,4,5)。",索引,,,inxe,
利用该路径索引，类似前面出现过的“查询年龄为29的参加了项目3的程序员参加的其他项目及其直接或间接认识的程序员参加的项目”的查询处理效率会大幅提高，因为由节点1出发，根据关键字“认识.参加”，可以快速找到满足条件的节点3和节点5。,路径索引,,,查询处理效率提高,
利用该路径索引，类似前面出现过的“查询年龄为29的参加了项目3的程序员参加的其他项目及其直接或间接认识的程序员参加的项目”的查询处理效率会大幅提高，因为由节点1出发，根据关键字“认识.参加”，可以快速找到满足条件的节点3和节点5。,路径索引,,,path index,
（2）基于子图的索引。,基于子图的索引,,,基于概念的索引,
基于子图的索引可以看作是基于路径索引的一般化形式，是将图数据中的某些子图结构信息作为关键字，将该子图的实例数据作为值而构建的索引结构。,基于子图的索引,,,基于路径索引的一般化形式,
基于子图的索引可以看作是基于路径索引的一般化形式，是将图数据中的某些子图结构信息作为关键字，将该子图的实例数据作为值而构建的索引结构。,基于子图的索引,,,基于路径索引的一般化形式,
图3-41是在图3-3的属性图上构建的一种子图索引。,图3-41,,,在图3-3的属性图上构建的一种子图索引,
"满足第1个关键字子图的节点序列为(1,2,4)，满足第2个关键字子图的节点序列为(1,4,3)。",关键字子图,,,第1个关键字子图节点序列,
如果查询中包含某些作为关键字的子图结构，则可以利用该子图索引，快速找到与这些子图结构匹配的节点序列，这样可大幅度减小查询操作的搜索空间。,索引,,,快速找到与这些子图结构匹配的节点序列，这样可大幅度减小查询操作的搜索空间,
如果查询中包含某些作为关键字的子图结构，则可以利用该子图索引，快速找到与这些子图结构匹配的节点序列，这样可大幅度减小查询操作的搜索空间。,子图索引,,,subgraph index,
如果查询中包含某些作为关键字的子图结构，则可以利用该子图索引，快速找到与这些子图结构匹配的节点序列，这样可大幅度减小查询操作的搜索空间。,快速找到与这些子图结构匹配的节点序列,,,find the node sequence matching these subgraph structures,
图3-40基于路径的图索引示例图3-41基于子图的图索引示例不过，一个图数据的子图有指数个，将哪些子图作为关键字建立索引尚未得到很好的解决。,基于路径的图索引,,,基于图索引,
图3-40基于路径的图索引示例图3-41基于子图的图索引示例不过，一个图数据的子图有指数个，将哪些子图作为关键字建立索引尚未得到很好的解决。,基于路径的图索引,,,based on path,
一种叫作gIndex[37]的索引方法，首先利用数据挖掘方法，在图数据中发现出现次数超过一定阈值的频繁子图，再将去掉冗余之后的频繁子图作为关键字建立子图索引。,gIndex,,,索引方法,
一种叫作gIndex[37]的索引方法，首先利用数据挖掘方法，在图数据中发现出现次数超过一定阈值的频繁子图，再将去掉冗余之后的频繁子图作为关键字建立子图索引。,gIndex,,,g索引,
但gIndex建立索引的过程是相当耗时的，而且用户查询中还有可能没有包含任何一个频繁子图，这样就无法利用该子图索引。,gIndex,,,建立索引的过程是相当耗时的,
但gIndex建立索引的过程是相当耗时的，而且用户查询中还有可能没有包含任何一个频繁子图，这样就无法利用该子图索引。,gIndex,,,等价索引,
一种更合理的方法是从用户的查询日志中挖掘频繁使用的子图模式，并以此作为关键字建立索引。,频繁使用的子图模式,,,从用户的查询日志中挖掘,
一种更合理的方法是从用户的查询日志中挖掘频繁使用的子图模式，并以此作为关键字建立索引。,频繁使用的子图模式,,,从用户的查询日志中挖掘频繁使用的子图模式,
一种更合理的方法是从用户的查询日志中挖掘频繁使用的子图模式，并以此作为关键字建立索引。,关键字建立索引,,,以此作为关键字建立索引,
3.4开源工具实践3.4.1三元组数据库Apache_Jena1.开源工具简介Apache_Jena是Apache顶级项目，其前身为惠普实验室开发的Jena工具包。,Apache_Jena,,,三元组数据库,
3.4开源工具实践3.4.1三元组数据库Apache_Jena1.开源工具简介Apache_Jena是Apache顶级项目，其前身为惠普实验室开发的Jena工具包。,Apache_Jena,,,Jena工具包,
Jena是语义Web领域主要的开源框架和RDF三元组库，较好地遵循W3C标准，其功能包括：RDF数据管理、RDFS和OWL本体管理、SPARQL查询处理等。,Jena,,,语义Web领域主要的开源框架和RDF三元组库,
Jena具备一套原生存储引擎，可对RDF三元组进行基于磁盘或内存的存储管理；同时具有一套基于规则的推理引擎，用于执行RDFS和OWL本体推理任务。,Jena,,,一套原生存储引擎,
Jena具备一套原生存储引擎，可对RDF三元组进行基于磁盘或内存的存储管理；同时具有一套基于规则的推理引擎，用于执行RDFS和OWL本体推理任务。,Jena,,,一套基于规则的推理引擎,
Jena具备一套原生存储引擎，可对RDF三元组进行基于磁盘或内存的存储管理；同时具有一套基于规则的推理引擎，用于执行RDFS和OWL本体推理任务。,原生存储引擎,,,original storage engine,
Jena具备一套原生存储引擎，可对RDF三元组进行基于磁盘或内存的存储管理；同时具有一套基于规则的推理引擎，用于执行RDFS和OWL本体推理任务。,推理引擎,,,rule-based reasoning engine,
本实践相关工具、实验数据及操作说明由OpenKG提供，地址为http://openkg.cn。,本实践相关工具,,,OpenKG,
2.开源工具的技术架构ApacheJena框架如图3-42所示。,ApacheJena,,,开源工具的技术架构,
推理API为上层提供本体推理服务，可以使用Jena内置基于规则的推理机进行RDFS和OWL本体上的推理任务，或者选择通过接口调用第三方外部推理机。,推理API,,,上层提供本体推理服务,
推理API为上层提供本体推理服务，可以使用Jena内置基于规则的推理机进行RDFS和OWL本体上的推理任务，或者选择通过接口调用第三方外部推理机。,推理API,,,reasoning API,
Jena对外界应用程序的API包括实现基本三元组管理功能的RDFAPI、实现RDFS和OWL本体推理功能的本体API和实现查询处理功能的SPARQL_API。,Jena,,,对外界应用程序的API,
Jena对外界应用程序的API包括实现基本三元组管理功能的RDFAPI、实现RDFS和OWL本体推理功能的本体API和实现查询处理功能的SPARQL_API。,Jena,,,等价,
Java应用程序代码可以通过导入类库的形式直接调用这些API。,Java应用程序代码,,,导入类库的形式直接调用这些API,
Jena还提供了支持各种RDF三元组格式的解析器和编写器，支持的三元组格式包括：RDF/XML、Turtle、N-Triple和RDFa。,RDF/XML,,,RDF XML,
图3-42Apache_Jena框架实质上，Jena是一个Java框架类库。,Jena,,,一个Java框架类库,
在一般情况下，上述功能需要在Java程序中进行调用。,上述功能,,,Java程序中进行调用,
Jena为了用户使用方便，提供了一个名为Fuseki的独立RDF数据库Web应用程序。,Fuseki,,,Jena,
本实践将使用Fuseki作为认识知识图谱数据库的入门工具。,Fuseki,,,认识知识图谱数据库的入门工具,
Fuseki是基于Jena的SPARQL服务器，可以作为独立的服务由命令行启动，也可以作为操作系统服务或JavaWeb应用程序。,Fuseki,,,基于Jena的SPARQL服务器,
Fuseki是基于Jena的SPARQL服务器，可以作为独立的服务由命令行启动，也可以作为操作系统服务或JavaWeb应用程序。,Fuseki,,,基于Jena的SPARQL服务器,
Fuseki底层存储基于TDB，具有SPARQL查询处理的Web用户界面，同时提供服务器监控和管理功能界面。,Fuseki,,,TDB,
Fuseki支持最新的SPARQL1.1版本，同时支持SPARQL图存储HTTP协议。,Fuseki,,,SPARQL1.1版本同时支持SPARQL图存储HTTP协议,
访问OpenKG可以获取使用实例和整体配置细节。,访问OpenKG,,,使用实例和整体配置细节,
3.其他类似工具RDF4J是Eclipse基金会旗下的开源孵化项目，其前身是荷兰软件公司Aduna开发的Sesame框架，其功能包括：RDF数据的解析、存储、推理和查询等。,RDF4J,,,Eclipse基金会旗下的开源孵化项目,
RDF4J提供内存和磁盘两种RDF存储机制，支持SPARQL1.1查询和更新语言。,RDF4J,,,内存RDF存储机制,
RDF4J提供内存和磁盘两种RDF存储机制，支持SPARQL1.1查询和更新语言。,RDF4J,,,磁盘RDF存储机制,
RDF4J提供内存和磁盘两种RDF存储机制，支持SPARQL1.1查询和更新语言。,RDF4J,,,RDF for Java,
gStore是由北京大学开发的基于图的RDF三元组数据库。,gStore,,,北京大学开发的基于图的RDF三元组数据库,
AllegroGraph是Franz公司开发的RDF三元组数据库。,AllegroGraph,,,Franz公司开发的RDF三元组数据库,
AllegroGraph对语义推理功能具有较为完善的支持。,AllegroGraph,,,语义推理功能,
除了三元组数据库的基本功能，AllegroGraph_RDFS++推理机、OWL2RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析还支持动态物化的库、可视化RDF图浏览器等。,AllegroGraph_RDFS++推理机,,,三元组数据库的基本功能,
除了三元组数据库的基本功能，AllegroGraph_RDFS++推理机、OWL2RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析还支持动态物化的库、可视化RDF图浏览器等。,AllegroGraph_RDFS++推理机,,,AllegroGraph RDFS++ Reasoner,
除了三元组数据库的基本功能，AllegroGraph_RDFS++推理机、OWL2RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析还支持动态物化的库、可视化RDF图浏览器等。,OWL2RL推理机,,,OWL2RL Reasoner,
除了三元组数据库的基本功能，AllegroGraph_RDFS++推理机、OWL2RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析还支持动态物化的库、可视化RDF图浏览器等。,Prolog规则推理系统,,,Prolog Rule Reasoner,
除了三元组数据库的基本功能，AllegroGraph_RDFS++推理机、OWL2RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析还支持动态物化的库、可视化RDF图浏览器等。,时空推理机制,,,Temporal Reasoning Mechanism,
除了三元组数据库的基本功能，AllegroGraph_RDFS++推理机、OWL2RL推理机、Prolog规则推理系统、时空推理机制、社会网络分析还支持动态物化的库、可视化RDF图浏览器等。,社会网络分析,,,Social Network Analysis,
GraphDB是由Ontotext软件公司开发的RDF三元组数据库。,GraphDB,,,Ontotext软件公司开发的RDF三元组数据库,
GraphDB实现了RDF4J框架的SAIL层，可以使用RDF4J的RDF模型、解析器和查询引擎直接访问GraphDB。,GraphDB,,,RDF4J框架的SAIL层,
GraphDB实现了RDF4J框架的SAIL层，可以使用RDF4J的RDF模型、解析器和查询引擎直接访问GraphDB。,GraphDB,,,RDF4J框架的SAIL层,
GraphDB的特色是对于RDF推理功能的良好支持。,GraphDB,,,对于RDF推理功能的良好支持,
3.4.2面向RDF的三元组数据库gStore1.开源工具简介gStore是由北京大学计算机科学技术研究所数据管理实验室自2011年开始研发的面向RDF知识图谱的开源图数据库系统，遵循Apache开源协议。,gStore,,,面向RDF的知识图谱的开源图数据库系统,
3.4.2面向RDF的三元组数据库gStore1.开源工具简介gStore是由北京大学计算机科学技术研究所数据管理实验室自2011年开始研发的面向RDF知识图谱的开源图数据库系统，遵循Apache开源协议。,gStore,,,面向RDF的知识图谱的开源图数据库系统,
不同于传统基于关系数据库的RDF数据管理方法，gStore原生基于图数据模型，在存储RDF数据时维持并根据其图结构构建了基于二进制位图索引的新型索引结构——VS树。,gStore,,,基于图数据模型的RDF数据管理方法,
本实践相关工具、实验数据及操作说明由OpenKG提供，下载链接为http://openkg.cn/tool/gstore。,本实践相关工具,,,OpenKG提供,
2.开源工具的技术架构如图3-43所示为gStore的整体处理流程，gStore的RDF数据管理可分为两部分：离线数据存储和在线查询处理。,gStore的整体处理流程,,,开源工具的技术架构,
图3-43gStore的整体处理流程在离线数据存储阶段，gStore将RDF数据解析成图格式并以邻接表的方式存储在键值数据库上。,gStore,,,离线数据存储,
图3-43gStore的整体处理流程在离线数据存储阶段，gStore将RDF数据解析成图格式并以邻接表的方式存储在键值数据库上。,gStore,,,gStore,
同时，gStore将RDF数据上的所有点和边通过二进制编码的方式编码成若干位图索引，并将这些位图索引组织成VS树。,gStore,,,RDF数据上的所有点和边通过二进制编码的方式编码成若干位图索引，并将这些位图索引组织成VS树,
同时，gStore将RDF数据上的所有点和边通过二进制编码的方式编码成若干位图索引，并将这些位图索引组织成VS树。,gStore,,,VS树,
在在线查询处理阶段，gStore也将SPARQL查询解析成查询图。,gStore,,,在线查询处理阶段,
然后，gStore按照对RDF数据图的编码方式，将SPARQL查询图进行编码以形成一个标签图，并在VS树和RDF数据图的邻接表上进行检索以得到每个查询变量的候选匹配。,gStore,,,对RDF数据图的编码方式,
然后，gStore按照对RDF数据图的编码方式，将SPARQL查询图进行编码以形成一个标签图，并在VS树和RDF数据图的邻接表上进行检索以得到每个查询变量的候选匹配。,SPARQL查询图,,,SPARQL query graph,
最后，gStore将所有查询变量的候选匹配连接成最终匹配。,gStore,,,查询变量的候选匹配连接成最终匹配,
目前，gStore只能在Linux系统上通过Shell命令编译、安装与运行。,gStore,,,Linux系统上通过Shell命令编译、安装与运行,
同时，gStore官网还提供了gStore_Workbench，方便用户操作RDF数据库。,gStore_Workbench,,,gStore官网,
具体包括：（1）环境配置。,SPO,,,环境配置,
可以从OpenKG网站或gStore官网上下载gStore源代码，然后通过make来编译得到gStore运行程序。,gStore,,,OpenKG网站或gStore官网上下载gStore源代码,
同时，通过OpenKG网站或gStore官网可以下载gStore_Workbench，进行编译安装后可以得到gStore_Workbench。,gStore_Workbench,,,OpenKG网站或gStore官网下载,
同时，通过OpenKG网站或gStore官网可以下载gStore_Workbench，进行编译安装后可以得到gStore_Workbench。,gStore_Workbench,,,gStore工作台,
（2）数据导入。,数据导入,,,SPO三元组,
gStore目前支持NT格式的RDF数据，利用gStore安装路径下bin目录中gbuild或者gStore_Workbench中的数据库管理页面导入数据。,gStore,,,NT格式的RDF数据,
gStore_Workbench中的数据库管理页面还记录目前gStore包括的数据库统计信息。,gStore_Workbench中的数据库管理页面,,,记录目前gStore包括的数据库统计信息,
（3）查询处理。,查询处理,,,SPO,
gStore目前完全支持SPARQL1.0查询语法，利用gStore安装路径下bin目录中gquery或者gStoreWorkbench中的图数据库查询页面，就可以输入查询然后得到结果。,gStore,,,SPARQL1.0查询语法,
gStore目前完全支持SPARQL1.0查询语法，利用gStore安装路径下bin目录中gquery或者gStoreWorkbench中的图数据库查询页面，就可以输入查询然后得到结果。,gStore,,,gStore,
gStore同时还提供HTTP接口，可以利用gStore安装路径下bin目录中ghttp启动HTTP服务，进而接收其他机器远程通过HTTP发来的SPARQL查询请求。,gStore,,,HTTP接口,
gStore同时还提供HTTP接口，可以利用gStore安装路径下bin目录中ghttp启动HTTP服务，进而接收其他机器远程通过HTTP发来的SPARQL查询请求。,gStore,,,gStore,
访问OpenKG网站可以获取使用实例和整体配置细节。,OpenKG,,,使用实例和整体配置细节,
3.其他类似工具Jena的前身是惠普实验室（HP_Labs）2000年开发的工具包。,Jena,,,惠普实验室（HP_Labs）2000年开发的工具包,
Jena从发布起就一直是语义Web领域最为流行的开源Java框架和RDF数据库之一，并始终遵循W3C标准，其提供的API功能包括：RDF数据管理、RDFS和OWL本体管理、SPARQL查询处理。,Jena,,,语义Web领域最为流行的开源Java框架和RDF数据库之一,
针对RDF数据，Jena维护了一张大的三元组表和三种属性表，包括单值属性表、多值属性表和属性类表。,Jena,,,维护三元组表和属性表,
针对RDF数据，Jena维护了一张大的三元组表和三种属性表，包括单值属性表、多值属性表和属性类表。,三元组表,,,三元组,
针对RDF数据，Jena维护了一张大的三元组表和三种属性表，包括单值属性表、多值属性表和属性类表。,属性表,,,属性表,
Virtuoso是OpenLink公司开发的知识图谱管理系统，有免费的社区版和收费的商业版。,Virtuoso,,,OpenLink公司开发的知识图谱管理系统,
Virtuoso是可以支持包括RDF在内的多种数据模型的混合数据库管理系统。,Virtuoso,,,混合数据库管理系统,
其基础源自开发了多年的传统关系数据库管理系统，因此具备较为完善的事务管理、并发控制和完整性机制。,ER模型,,,关系数据库管理系统,
